"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"02E40043","Pastry, Puff Style, Commercial, Baked","","Pastry purchased raw from supermarkets and then baked at approx 225 degrees C for 13 minutes, with a 23% weight loss on baking. Produces a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, vegetable fat, salt, citric acid and preservative.","","Analysed","5.70","0.956","0.000","Majority of values are derived from a composite sample derived from purchases made in Adelaide in around 1985. Cu, Mn, P, Cl, Se, S, F, ATOC, pyridoxine, PANT and biotin are derived from a composite sample of a total of 8 purchases of 3 brands of pastry in July 1993. Amino acids are for plain flour. Folate and iodine estimated from raw butter puff pastry, adjusted for moisture change and weight loss.","Nil","100%","Cereals and Cereal Products","Pastry","477"
"02E40042","Pastry, Puff Style, Commercial, Raw","","Uncooked pastry purchased ready-to-cook from supermarkets. Pastry may be sold in thin sheets or in blocks that need to be rolled. Produces a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, butter, salt, citric acid and preservative.","","Analysed","5.70","0.945","0.000","Majority of values are derived from a composite sample based on purchases made in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were determined from a composite sample of a total of 8 purchases of 3 brands of pastry in Adelaide supermarkets in July 1993. Cu, Mn, P, Se, S, F are imputed based on values analysed in baked puff pastry after adjusting for moisture changes on baking. Fatty acids, iodine, calcium, potassium, sodium and folate determined in a composite sample of 6 purchases of pastry (2xSavings, 4xPampas) in Melbourne in February 2006. Amino acids are for plain wheat flour. Retinol and cholesterol estimated based on proportion of butter.","Nil","100%","Cereals and Cereal Products","Pastry","478"
"02E40058","Pastry, Puff, Vegetable Oil, Raw, Commercial","","Uncooked pastry purchased ready-to-cook from supermarkets. Pastry may be sold in thin sheets or in blocks that need to be rolled. Produces a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, vegetable oil, salt, citric acid and preservative.","","Analysed","5.70","0.956","0.000","Majority of values are derived from a composite sample based on purchases made in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were determined from a composite sample of a total of 8 purchases of 3 brands of pastry in Adelaide supermarkets in July 1993. Cu, Mn, P, Se, S, F are imputed based on values analysed in baked puff pastry after adjusting for moisture changes on baking. Iodine, potassium, sodium and folate determined in a composite sample of 6 purchases of butter puff pastry (2xSavings, 4xPampas) in Melbourne in February 2006. Amino acids are for plain wheat flour.","Nil","100%","Cereals and Cereal Products","Pastry","479"
"02E40057","Pastry, Puff, With Butter, Commercial, Baked","","Pastry purchased uncooked from supermarkets and then baked to produce a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, butter, salt, citric acid and preservative.","","Recipe","0.00","0.000","0.000","","Nil","100%","Cereals and Cereal Products","Pastry","480"
"02E40045","Pastry, Shortcrust Style, Commercial, Baked","","Pastry purchased in thin sheets or blocks from supermarkets and baked at around 190 degrees C for 30 minutes, weight loss approximately 22%. Produces a firm pastry often used on the base of pies. Typical ingredients include wheat flour, vegetable fat, glycerol, citric acid and water.","","Analysed","5.70","0.956","0.000","Majority of values derived from a composite sample based on purchases made in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate, biotin, Cu, Mn, P, Cl, Se, S, and F were determined from a composite sample of 8 purchases of 1 brand of pastry in Adelaide supermarkets in July 1993. Fatty acids determined in 3 samples (2xPampas, 1xBorgs) purchased in Sydney in 2005.","Nil","100%","Cereals and Cereal Products","Pastry","481"
"02E40044","Pastry, Shortcrust Style, Commercial, Raw","","Uncooked pastry purchased in thin sheets or blocks from supermarkets. Produces a firm pastry often used on the base of pies. Typical ingredients include wheat flour, vegetable fat, glycerol, citric acid and water.","","Analysed","5.70","0.956","0.000","Majority of values derived from a composite sample based on purchases made in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were determined from a composite sample of a total of 8 purchases of 1 brand of pastry in Adelaide supermarkets in July 1993. Cu, Mn, P, Cl, Se, S, F are imputed based on values analysed in baked shortcrust pastry after adjusting for moisture change on baking. Fatty acids determined in 3 samples (2xPampas, 1xBorgs) purchased in Sydney in 2005; fat was also determined in these 2005 samples and is averaged with earlier values.","Nil","100%","Cereals and Cereal Products","Pastry","482"
"02E40048","Pastry, Spring Roll, Raw, Home-Prepared","","Fine pastry based on wheat flour and egg and used as a wrapping for spring rolls and wontons. Not cooked.","","Calculated","6.25","0.000","0.000","Values calculated for AUSNUT 99 based on an Australian recipe (Womens Weekly, Chinese Cooking Class Cookbook) using plain wheat flour (280 g), water (187 mL), whole egg (48 g EP), salt (3 g). Sodium is a label value for a product available in 2006.","Nil","100%","Cereals and Cereal Products","Pastry","483"
"02E40047","Pastry, Wholemeal Shortcrust, Commercial, Baked","","Pastry purchased in thin sheets or blocks from supermarkets and then baked at approximately 190 degrees C for 35 minutes, weight loss approximately 31%. Produces a firm pastry often used on the base of pies. Typical ingredients include wholemeal wheat flour, vegetable fat, ascorbic acid, citric acid and water.","","Analysed","5.83","0.950","0.000","Majority of values derived from a composite sample based on purchases made in Adelaide in around 1985 and baked in the laboratory. Dietary fibre, ATOC, pyridoxine, pantothenate, biotin, Cu, Mn, P, Cl, Se, S and F were determined from a composite sample of a total of 8 purchases of 1 brand of pastry from Adelaide supermarkets in July 1993.","Nil","100%","Cereals and Cereal Products","Pastry","484"
"02E40046","Pastry, Wholemeal Shortcrust, Commercial, Raw","","Pastry purchased in thin sheets or blocks from supermarkets, ready for cooking. Produces a firm pastry often used on the base of pies. Typical ingredients include wholemeal wheat flour, vegetable fat, ascorbic acid, citric acid and water.","","Analysed","5.83","0.950","0.000","Majority of values derived from a composite sample based on purchases made in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were determined from a composite sample of a total of 8 purchases of 1 brand of pastry from Adelaide supermarkets in July 1993. Cu, Mn, P, Cl, Se, S, F are imputed based on values analysed in baked shortcrust pastry after adjusting for moisture change on baking.","Nil","100%","Cereals and Cereal Products","Pastry","485"
"10A10282","Casserole Base Dry Mix, Cream Style","","Dry mix for reconstitution as creamy sauce to be served with meat and vegetable dishes. Typical ingredients may include maize starch, thickeners, salt, herbs and spices, flavourings, colours and milk powder.","","NNS 1995","6.25","0.945","0.000","Data prepared for AUSNUT based on Industry data provided for a range of dry mixes available for sale in Australia. Data published is a compilation of a range of products. Actual nutrient values may vary greatly between products.","Nil","100%","Condiments","Dressings, Pastes and Sauces","486"
"10A10283","Casserole Base, Dry Mix","","Dry mix for reconstitution as a sauce to be served with meat and vegetable dishes. Typical ingreadients may include maize starch, thickeners, salt, herbs and spices, flavourings, colours and milk powder.","","NNS 1995","6.25","0.945","0.000","Data prepared for AUSNUT based on industry data provided for a range of dry mixes available for sale in Australia. Data published is a compilation of a range of products. Actual nutrient values may vary greatly between products.","Nil","100%","Condiments","Dressings, Pastes and Sauces","487"
"10F20059","Dressing, Coleslaw, Reduced Fat, Commercial","Coleslaw Dressing, RFat","Creamy salad dressing formulated to contain 10% oil or less. Major ingredients include sugar, vinegar, vegetable oil, egg and spices.","","Analysed","6.25","0.951","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of four purchases of light or low oil coleslaw dressing including two brands (4xKraft & 2xPraise) purchased in Adelaide in 1990 (AGAL 1990).","nil","100%","Condiments","Dressings, Pastes and Sauces","488"
"10F20060","Dressing, Coleslaw, Regular, Commercial","Coleslaw Dressing, cm","Thick white creamy sauce used to dress salads such as coleslaw which is a combination of shredded raw carrot and cabbage. Major ingredients include oil, sugar, vinegar and egg.","","Analysed","6.25","0.951","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases of coleslaw dressing including three brands (2xKraft, 2xEta & 2xPraise) purchased in Adelaide in 1990 (AGAL 1990).","nil","100%","Condiments","Dressings, Pastes and Sauces","489"
"10F20058","Dressing, French, Commercial","French Dressing, cm","Thin french-inspired sauce used to dress salads. Major ingredients include water, vegetable oil, sugar, vinegar, garlic and spices.","","Analysed","6.25","0.956","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases of french dressing including two brands (4xKraft & 2xNo Frills) purchased in Adelaide in 1990 (AGAL 1990). Cholesterol values were imputed based on international literature.","nil","100%","Condiments","Dressings, Pastes and Sauces","490"
"10F20057","Dressing, French, Reduced Fat, Commercial","French Dressing, R.Fat","Salad dressing without added oil. Major ingredients include oil, sugar, vinegar and spices.","","Analysed","6.25","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of six purchases of light or no oil french dressing including two brands (4xKraft & 2xFountain) purchased in Adelaide in 1990 (AGAL 1990). Cholesterol values were imputed based on international literature.","nil","100%","Condiments","Dressings, Pastes and Sauces","491"
"10F20056","Dressing, Italian, Commercial","Italian Dressing, cm","Italian-style dressing with a thin consistency. Major ingredients include oil, vinegar, sugar and spices.","","Analysed","6.25","0.956","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases of Kraft Italian Dressing purchased in Adelaide in 1990 (AGAL 1990).","nil","100%","Condiments","Dressings, Pastes and Sauces","492"
"10F20055","Dressing, Italian, Reduced Fat, Commercial","Italian Dressing, R.Fat","Salad dressing without added oil. Major ingredients include vinegar, sugar and spices.","","Analysed","6.25","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of six purchases of reduced fat Italian Dressing including two brands (4xKraft & 2xFountain) purchased in Adelaide in 1990 (AGAL 1990). Cholesterol values were imputed based on international literature.","nil","100%","Condiments","Dressings, Pastes and Sauces","493"
"10F20054","Dressing, Thousand Island, Reduced Fat, Commercial","Thous. Is. Dressing, R.Fat","Beige or light orange coloured low oil cream, emulsified sauce used to dress salads and seafood. Major ingredients include tomato, sugar, vinegar, vegetable oil and gherkin.","","Analysed","6.25","0.951","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases of Kraft low oil Thousand Island Dressing purchased in Adelaide in 1990 (AGAL 1990). Fibre value is imputed from regular fat thousand island dressing.","nil","100%","Condiments","Dressings, Pastes and Sauces","494"
"10F20053","Dressing, Thousand Island, Regular, Commercial","Thousand Is. Dressing","Thick beige or light orange coloured cream, emulsified sauce used to dress salads and seafood. Major ingredients include vegetable oil, tomato, sugar and gherkin relish.","","Analysed","6.25","0.951","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases of Thousand Island Dressing including two brands (4xKraft & 2xPraise) purchased in Adelaide in 1990 (AGAL 1990).","nil","100%","Condiments","Dressings, Pastes and Sauces","495"
"10A10273","Gravy Powder, Dry Mix","","Dry mix for reconstitution as sauce to be served with meat. Typical ingredients may include wheat flour, salt, colour, spices and vegetable protein. Does not include products labelled as salt reduced or low salt.","","Analysed","6.25","0.670","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 brands (2x Gravox, 2x Homebrand and 2x Bistro) purchased in Adelaide in 1987 (AGAL- Cereal and Cereal Products).  Also, composite sample of 3 brands (2x Bistro, 2x Bi-Lo, 4x Gravox) purchased in Adelaide were analysed for Cu, Mn, P, Sl, Se, S, F, ATOC, B6, Pant and Biotin (1993 Cereal Catch up Program).","Nil","100%","Condiments","Dressings, Pastes and Sauces","496"
"10A10268","Gravy Powder, Prepared With Water","","Gravy powder prepared with water only, according to packet directions. Ingredients commonly include wheat flour, salt, hydrolysed vegetable protein, caramel, spices, and colour. May also contain sugar and vegetable oil.","","Analysed","6.25","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 3 brands (Gravox, Bisto and Homebrand) of gravy powder, analysed after being prepared in accordance with the package instructions. Purchases were made from supermarkets and food specialty shops in the western suburbs of Adelaide in 1987.","nil","100%","Condiments","Dressings, Pastes and Sauces","497"
"10A10267","Gravy, Commercial, Prepared","","Commercial gravy containing added fat, flour and water.","","Analysed","6.25","0.950","0.000","Majoity of nutrients (proximates, vitamins and minerals) are derived from a  composite sample of 4 gravy products, purchased from Kentucky Fried Chicken stores in Sydney in 1981. Protein, fibre, fat and sodium values updated with label information for 2006. ","nil","100%","Condiments","Dressings, Pastes and Sauces","498"
"10F20062","Mayonnaise, Full Fat, Commercial","Regular Mayonnaise","A white, emulsified sauce with a similar thick consistency to cream. Used in sandwiches or to dress salads. Major ingredients include oil, sugar, vinegar and egg.","","Analysed","6.25","0.951","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases of mayonnaise including three brands (2xKraft, 2xEta & 2xPraise) purchased in Adelaide in 1990 (AGAL 1990). Iodine, folate and a limited number of vitamin and mineral values are derived from a composite sample of eight purchases of full fat mayonnaise including five brands (2xHeinz, 2xPraise, 2xKraft, 1xColes Smart Buy & 1xColes Farmland) purchased in Melbourne in 2006 (AIP 2006).","nil","100%","Condiments","Dressings, Pastes and Sauces","499"
"10F20061","Mayonnaise, Reduced Fat, Commercial","Light mayonnaise","A white, emulsified sauce with a similar thick consistency to cream using light or low levels of oil. Used in sandwiches and to dress salads. Major ingredients include oil, sugar and vinegar.","","Analysed","6.25","0.951","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of six purchases reduced fat mayonnaise including two brands (3xKraft & 3xPraise) purchased in Adelaide in 1990 (AGAL 1990). Iodine values were imputed from regular full fat mayonnaise.","nil","100%","Condiments","Dressings, Pastes and Sauces","500"
"10E10041","Mustard, Cream Style, Condiment","English mustard","Yellowish paste prepared from ground mustard seeds (typically 10 - 30% of total product), water, vinegar, salt and herbs or other spices, sold packaged in jars and used as a condiment without further preparation.","","Analysed","6.25","0.956","0.000","Values are derived from a composite sample of 6 purchases, composed of four brands of mustard creams (labelled as Mild English, French or German style) purchased in Adelaide in March 1990.","","100%","Condiments","Dressings, Pastes and Sauces","501"
"10E10044","Paste, Curry, Green, Home-Prepared","","Mixture of coarsely ground fresh herbs, spices and salt, used for preparing south-east Asian style main dishes, green in colour due to the presence of green chillies and fresh herbs, as prepared in the home.","","Recipe","0.00","0.000","0.000","","Nil","100%","Condiments","Dressings, Pastes and Sauces","502"
"10A10263","Paste, Curry, Indian Style, Commercial","","Indian style green curry paste sauce. Ingredients may include green chilli, lemon grass, garlic, salt, galangal, shrimp paste, kaffir lime, shallots, spices.","","Analysed","6.25","0.945","0.000","Nutrients (proximates, vitamins and minerals) are derived from a composite sample of 3 brands (6 products) of curry pastes purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July-September 2005. Brands and flavours of curry paste analysed include: Sherwoods (Tikka Masala curry paste; Rogan Josh curry paste; Korma curry paste); New Deli (Rogan Josh curry paste); Pataks (Vindaloo curry paste - tamarind & chilli; Tandoori curry paste - tamarind and ginger mild). Additional sampling conducted in 1994/95 for the AGAL Food Composition Program. A composite sample of 8 products of curry paste were analysed (7 Indian pastes and 1 Asian paste).","nil","100%","Condiments","Dressings, Pastes and Sauces","503"
"10E10057","Paste, Green Curry, Asian Style, Commercial","","Commercially prepared paste containing green chili, onions, salt, spices, herbs, vegetable oil and other ingredients, used for preparing south-east Asian style main dishes.","","Analysed","6.25","0.945","0.000","Majority of nutrients are from analysis of a composite sample of 6 types of green curry paste purchased in Sydney in 2005 (Trident, Valcom, Asia at Home, Thai Gourmet, Mae Ploy & Maesri brands).","Nil","100%","Condiments","Dressings, Pastes and Sauces","504"
"10A10237","Paste, Shrimp, Asian Style","Trasi","A dark, pungent paste prepared from shrimp and used as a flavouring in Asian style cooking.","","Borrowed","6.25","0.900","0.000","Data borrowed from Singapore food composition tables.","Nil","100%","Condiments","Dressings, Pastes and Sauces","505"
"10A10252","Sauce, Barbecue, Commercial","BBQ sauce","Sweet, thick, brown coloured, bottled sauce containing apples, sugar, worcestershire sauce, golden syrup, food acid (260), thickener, salt, molasses, mixed citrus peel, raisins, spices, vegetable gum (415) and water.","","Analysed","6.25","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 2 brands (Fountain, ETA) of barbeque sauce, purchased in Adelaide (from Franklins supermarket) in 1990 for the Soups and Sauces Analytical Program.","nil","100%","Condiments","Dressings, Pastes and Sauces","506"
"10A10269","Sauce, Bearnaise, Home Made","","Creamy sauce made from butter, egg yolk, white wine, vinegar, shallots, parsley, salt and pepper.","","Recipe","6.25","0.920","1.057","Sauce prepared based off recipes for bearnaise sauce provided in Donna Hay Cookbook 2002. pg. 120 (Modern Classics Book 1: Soup, Salads, Vegetables, Roasts & Simmers, Pasta, Noodles & Rice, Pies & Tarts), as well as recipe provided in Margaret Fulton Cookbook 2004. pg. 304 (Revised and Updated Edition of the 1968 Classic).","Nil","100%","Condiments","Dressings, Pastes and Sauces","507"
"10A10243","Sauce, Black Bean, Asian, Commercial","","Sauce based on fermented black beans, salt and sugar. ","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) derived from a composite sample of 3 imported brands (Ayam, Changs, Lee Kum Kee) of black bean sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Note high sum of proximates, use data with caution. Fibre value estimated based on food containing 50% canned mixed beans.","nil","100%","Condiments","Dressings, Pastes and Sauces","508"
"10A10264","Sauce, Butter Chicken, Indian, Commercial","","Indian style butter chicken sauce.  Commonly contains water, tomatoes, onions, vegetable oil, cream, butter, sugar, salt, spices, garlic, chilli, colour.","","Analysed","6.25","0.920","0.000","Proximates, vitamins and minerals are derived from a composite sample of 5 brands ( 5 products) of butter chicken sauce purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July-September 2005. Brands and flavours of sauces analysed include: Taylors (Kashmiri butter chicken); Sherwoods (Butter chicken mild medium); Continental - Indian tonight (Butter chicken); Pataks (Butter chicken simmer sauce). Fatty acids are from a composite sample of 8 purchases of Indian curry simmer or cooking sauce purchased in 1996.","nil","100%","Condiments","Dressings, Pastes and Sauces","509"
"10A10272","Sauce, Cheese, Home Prepared","","Home prepared sauce made from butter, plain flour, milk, cheddar cheese, salt and pepper.","","Recipe","6.25","0.956","0.000","Sauce prepared based off recipe for cheese sauce provided in The Cooks Companion: The Complete Book of Ingredients and Recipes for the Australian Kitchen by Stephanie Alexander. pg 439 (2004).","nil","100%","Condiments","Dressings, Pastes and Sauces","510"
"10A10173","Sauce, Cheese, Made With Butter And Milk, Home-Prepared","Mornay sauce","Savoury sauce made from butter, white wheat flour, full fat milk and cheddar cheese, as prepared in the home.","","Recipe","6.25","0.000","1.057","Not applicable.","Nil","100%","Condiments","Dressings, Pastes and Sauces","511"
"10A10262","Sauce, Chicken Style","","Simmer/bake sauce intended for use with chicken dishes. Sauce base ingredients include water, vegetable oil, onion, thickener, flavours, herbs and spices. Additional ingredients may be included depending on the flavour of the simmer sauce.","","Analysed","6.25","0.920","0.000","Nutrients (proximates, vitamins and minerals) are derived from a composite sample of 2 brands (5 products) of simmer/bake sauces purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July-September 2005. Brands and flavours of sauces analysed include: Continental (Chicken tonight flavours include: Country French chicken; Creamy chicken with mushroom; Creamy lemon chicken, as well as a Continental stroganoff tonight simmer sauce); Homebrand (Honey mustard simmer sauce). Fatty acids are from a composite sample of 8 purchases of Indian curry simmer or cooking sauce purchased in 1996.","nil","100%","Condiments","Dressings, Pastes and Sauces","512"
"10A10238","Sauce, Chilli (Chili), Asian, Commercial","Sweet chilli sauce","Bottled sauce based on chilies, salt, sugar and vinegar, commonly used as a condiment in Asian-style cuisines.  ","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite of 9 purchases of different brands (Ayam, Cap Jempol, Koon Yick Wah Kee, Lee Kum Kee, Maggi, Poo Khao Thong, Rolyes, Yeos, Yu Kwen Yick) of chilli sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Imputed value used for Retinol based off international data.","nil","100%","Condiments","Dressings, Pastes and Sauces","513"
"10A10281","Sauce, Chocolate, Homemade","Chocolate sauce","A thick brown chocolate-flavoured syrup used to top desserts or flavour milk.","","Recipe","0.00","0.000","0.000","","nil","100%","Condiments","Dressings, Pastes and Sauces","514"
"10A10250","Sauce, Cranberry, Commercial","","Jellied or semi-jellied sweet jam-like sauce made from cranberries, sugars and water.","","NNS 1995","6.25","1.000","1.171","Data prepared for the 1995 NNS. Carotenes data borrowed from USDA 9081.","nil","100%","Condiments","Dressings, Pastes and Sauces","515"
"10A10260","Sauce, Curry, Asian, Commercial","","Spicy Asian-style sauce based on a mixture of herbs and spices, coconut products, garlic, ginger, onion, salt and water. ","","Analysed","6.25","0.945","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 10 imported brands (1 each of Ayam (2 types), Giti, Lee Kum Kee, Longevity, Maekrua, Ones, Yeos (3 types)) of Asian curry sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods Program. Folate is imputed from green curry paste.","nil","100%","Condiments","Dressings, Pastes and Sauces","516"
"10A10246","Sauce, Fish, Asian, Commercial","","Sauce based on fish or anchovy extract, and salt, commonly used in Asian style cooking. ","","Analysed","6.25","0.700","0.000","Majority of nutrients (proximates, vitamins, and minerals) are derived from a composite sample of 8 imported brands (Ayam, Ca Com, Lee Seng Heng, Lighthouse, Maggi, Ruang Tong, Rufina, Tiparos) of fish sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. A range of minerals, including iodine, was also determined in a composite sample of 8 purchases of fish sauce (Tra Chang, Squid, Three Crabs, Good Luck, Poonsin, Thai Gourmet, Tiparos, Maggi) in Melbourne in February 2006.","nil","100%","Condiments","Dressings, Pastes and Sauces","517"
"10A10240","Sauce, Hoi Sin, Asian, Commercial","","A sweet, spicy bottled sauce based on fermented soya beans with other ingredients. ","","Analysed","5.71","0.956","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 purchases of different brands (Ayams, Changs, Lee Kum Kee, Pun Chun, Tung Chun, Yeos) of hoi sin sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Imputed value for retinol, based off international data.","nil","100%","Condiments","Dressings, Pastes and Sauces","518"
"10A10270","Sauce, Hollandaise","","Creamy sauce made from butter, egg yolk, lemon juice, water, salt and pepper.","","Recipe","6.25","0.920","1.057","Sauce prepared based off recipe for Hollandaise sauce provided in Margaret Fulton Cookbook 2004 pg. 303 (Revised and Updated Edition of the 1968 Classic).","nil","100%","Condiments","Dressings, Pastes and Sauces","519"
"10A10271","Sauce, Lemon And Butter, Home Prepared","","Home made sauce made from butter, sugar, lemon juice, lemon peel, cornflour and water.","","Recipe","6.25","0.956","1.289","","nil","100%","Condiments","Dressings, Pastes and Sauces","520"
"10A10241","Sauce, Oyster, Asian, Commercial","","Bottled sauce based on oyster extract, sugar, caramel, salt, starch, flavour, MSG, protein or hydrolysed vegetable protein, soy sauce, preservative, sodium bezoate, water, food conditioner. Commonly used in Asian-style cooking. ","","Analysed","6.25","0.700","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 10 brands (Ayam, Changs, Cheong Chan, Hop Sing Lung, Longevity, Lee Kum Kee (3 types), Maekrua, Ones) of oyster sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Imputed value used for dietary fibre, based on bottled tomato sauce.","nil","100%","Condiments","Dressings, Pastes and Sauces","521"
"10A10266","Sauce, Pasta Or Simmer, Low Fat, Commercial","","Commercially prepared sauce for use as a simmer/pasta bake sauce, formulated so as to contain less than 3% fat. Ingredients depend on sauce type. Simmer sauces commonly contain water, onions, sugar, thickener, salt, garlic, herbs, spices, flavours. Pasta bake sauces commonly contain water, thickener, cheese, onion, garlic, salt, flavours, herbs and spices.","","Analysed","6.25","0.920","0.000","Nutrients (proximates, vitamins and minerals) are derived from a composite of 3 brands (5 products) of 97% fat free simmer/pasta bake sauces purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July -September 2005. Brands and flavours of sauces analysed include: Dolmio (97% fat free Carbonara pasta bake; 97% fat free Tuna pasta bake sauce);  Continental (97% fat free Continental Indian tonight: Mango curry simmer sauce; 97% fat free Butter Chicken sauce; Continental Chicken Tonight: 97% fat free Creamy chicken with mushroom).","nil","100%","Condiments","Dressings, Pastes and Sauces","522"
"10A10274","Sauce, Pasta Style, Basil Pesto, Commercial","","Commercially prepared basil pesto flavoured pasta sauce commonly containing basil, vegetable &/or olive oil, cashews, pine nuts, water, cheese, sugar, salt and garlic.","","Analysed","6.25","0.000","0.000","Nutrients (proximates, vitamins and minerals) are derived from a composite sample of 4 brands (6 products) of basil pesto sauce purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July-September 2005. Brand and flavours of sauces analysed include: Leggos (Pesto-concentrate traditional basil x 2); Barilla (Pesto alla genovese); Sacla Italia (Classic pesto pasta sauce); Dolmio (Basil pesto x 2).","nil","100%","Condiments","Dressings, Pastes and Sauces","523"
"10A10259","Sauce, Pasta, Cream-Based, Commercial, Heated","","Creamy pasta sauce containing water, cream &/or cheese, thickener, vegetable oil, flavours, salt,  herbs and spices. Different flavoured sauces may also contain vegetables, &/or meat products. ","","Analysed","6.25","0.920","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 5 brands of creamy pasta sauce, purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July- September 2005. Brand and flavours of sauces analysed included: Dolmio (Carbonara - Pasta bake; Macaroni cheese pasta bake; 3 Cheese and onion pasta bake); Leggos (Alfredo); Raguletto (Creamy parmigiana); Latina Fresh (Creamy carbonara); Sanremo (Fresh creamy bacon and mushroom).","nil","100%","Condiments","Dressings, Pastes and Sauces","524"
"10A10258","Sauce, Pasta, Tomato-Based, Commercial, Heated","","Commercially prepared tomato-based sauce with herbs, spices and vegetables for addition to pasta dishes. Heated without additional ingredients according to label directions. ","","Analysed","6.25","0.800","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 4 brands (Dolmio, Leggo, Newmans, Campbells) of spaghetti sauce, purchased in Adelaide in 1990 for the Soups and Sauces Analytical Program. Analyses for NFA 1993/94 Sauces Sub Program also undertaken (sample information not available). Analyses of tomato-based pasta sauces for the UNSW Student Projects have also been included. Brands and flavours analysed in this project include: Raguletto (Venetian with onions, herbs and spice-classic tomato); Bertolli Five Brothers (Summer tomato basil); Dolmio (Classic tomato - traditional & also Tomato, onion and garlic chunky); Leggos (Napoletana & also Basilico); Paul Newmans own (Tomato, onion and garlic - classic); Barilla (Napoletana); Latina (Italian tomato and garlic). Foods were purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July- September 2005.","nil","100%","Condiments","Dressings, Pastes and Sauces","525"
"10A10242","Sauce, Plum, Asian, Commercial","","A chutney-type, spicy, sweet, hot sauce, based on plums. Commercially prepared.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 5 imported brands (Ayam, Lee Kum Kee, Pun Chun, Tung Chun, Yeos) of plum sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Imputed value used for retinol, based on intermational data.","nil","100%","Condiments","Dressings, Pastes and Sauces","526"
